name,url
qmk/qmk_firmware,https://github.com/qmk/qmk_firmware
radareorg/radare2,https://github.com/radareorg/radare2
rainmeter/rainmeter,https://github.com/rainmeter/rainmeter
raspberrypi/firmware,https://github.com/raspberrypi/firmware
raspberrypi/linux,https://github.com/raspberrypi/linux
ravynsoft/ravynos,https://github.com/ravynsoft/ravynos
raysan5/raylib,https://github.com/raysan5/raylib
reactos/reactos,https://github.com/reactos/reactos
redis/hiredis,https://github.com/redis/hiredis
redis/redis,https://github.com/redis/redis
rmtheis/tess-two,https://github.com/rmtheis/tess-two
robertdavidgraham/masscan,https://github.com/robertdavidgraham/masscan
rofl0r/proxychains-ng,https://github.com/rofl0r/proxychains-ng
rswier/c4,https://github.com/rswier/c4
rubinius/rubinius,https://github.com/rubinius/rubinius
rui314/8cc,https://github.com/rui314/8cc
rui314/chibicc,https://github.com/rui314/chibicc
s-macke/VoxelSpace,https://github.com/s-macke/VoxelSpace
s-matyukevich/raspberry-pi-os,https://github.com/s-matyukevich/raspberry-pi-os
samyk/magspoof,https://github.com/samyk/magspoof
sandboxie-plus/Sandboxie,https://github.com/sandboxie-plus/Sandboxie
sandboxie/sandboxie,https://github.com/sandboxie/sandboxie
screetsec/TheFatRat,https://github.com/screetsec/TheFatRat
seL4/seL4,https://github.com/seL4/seL4
seclab-ucr/INTANG,https://github.com/seclab-ucr/INTANG
session-replay-tools/tcpcopy,https://github.com/session-replay-tools/tcpcopy
shadowsocks/ChinaDNS,https://github.com/shadowsocks/ChinaDNS
shellphish/how2heap,https://github.com/shellphish/how2heap
skeeto/endlessh,https://github.com/skeeto/endlessh
skywind3000/kcp,https://github.com/skywind3000/kcp
slact/nchan,https://github.com/slact/nchan
sparklemotion/nokogiri,https://github.com/sparklemotion/nokogiri
sqlcipher/sqlcipher,https://github.com/sqlcipher/sqlcipher
sqlite/sqlite,https://github.com/sqlite/sqlite
squeaky-pl/japronto,https://github.com/squeaky-pl/japronto
stanfordnlp/GloVe,https://github.com/stanfordnlp/GloVe
stefanesser/dumpdecrypted,https://github.com/stefanesser/dumpdecrypted
stellar/stellar-core,https://github.com/stellar/stellar-core
stlink-org/stlink,https://github.com/stlink-org/stlink
sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf
swaywm/sway,https://github.com/swaywm/sway
systemd/systemd,https://github.com/systemd/systemd
tanersener/mobile-ffmpeg,https://github.com/tanersener/mobile-ffmpeg
taosdata/TDengine,https://github.com/taosdata/TDengine
taviso/loadlibrary,https://github.com/taviso/loadlibrary
tboox/tbox,https://github.com/tboox/tbox
tectonic-typesetting/tectonic,https://github.com/tectonic-typesetting/tectonic
telekom-security/tpotce,https://github.com/telekom-security/tpotce
tianocore/edk2,https://github.com/tianocore/edk2
timescale/timescaledb,https://github.com/timescale/timescaledb
tinyproxy/tinyproxy,https://github.com/tinyproxy/tinyproxy
tmate-io/tmate,https://github.com/tmate-io/tmate
tmk/tmk_keyboard,https://github.com/tmk/tmk_keyboard
tmux/tmux,https://github.com/tmux/tmux
torproject/tor,https://github.com/torproject/tor
torvalds/linux,https://github.com/torvalds/linux
tostercx/GTAO_Booster_PoC,https://github.com/tostercx/GTAO_Booster_PoC
tporadowski/redis,https://github.com/tporadowski/redis
troydhanson/uthash,https://github.com/troydhanson/uthash
tsl0922/ttyd,https://github.com/tsl0922/ttyd
twitter/twemproxy,https://github.com/twitter/twemproxy
uber/h3,https://github.com/uber/h3
ufrisk/pcileech,https://github.com/ufrisk/pcileech
ultrajson/ultrajson,https://github.com/ultrajson/ultrajson
umlaeute/v4l2loopback,https://github.com/umlaeute/v4l2loopback
unbit/uwsgi,https://github.com/unbit/uwsgi
unicorn-engine/unicorn,https://github.com/unicorn-engine/unicorn
universal-ctags/ctags,https://github.com/universal-ctags/ctags
up9inc/mizu,https://github.com/up9inc/mizu
vanhauser-thc/thc-hydra,https://github.com/vanhauser-thc/thc-hydra
vanhoefm/krackattacks-scripts,https://github.com/vanhoefm/krackattacks-scripts
varnishcache/varnish-cache,https://github.com/varnishcache/varnish-cache
ventoy/Ventoy,https://github.com/ventoy/Ventoy
veracrypt/VeraCrypt,https://github.com/veracrypt/VeraCrypt
videolan/vlc,https://github.com/videolan/vlc
visit1985/mdp,https://github.com/visit1985/mdp
vk-com/kphp-kdb,https://github.com/vk-com/kphp-kdb
vmg/redcarpet,https://github.com/vmg/redcarpet
vozlt/nginx-module-vts,https://github.com/vozlt/nginx-module-vts
vurtun/nuklear,https://github.com/vurtun/nuklear
vysheng/tg,https://github.com/vysheng/tg
warmcat/libwebsockets,https://github.com/warmcat/libwebsockets
wasm3/wasm3,https://github.com/wasm3/wasm3
wazuh/wazuh,https://github.com/wazuh/wazuh
webview/webview,https://github.com/webview/webview
werman/noise-suppression-for-voice,https://github.com/werman/noise-suppression-for-voice
wg/wrk,https://github.com/wg/wrk
winfsp/sshfs-win,https://github.com/winfsp/sshfs-win
winfsp/winfsp,https://github.com/winfsp/winfsp
