name,remoteURL
keepassx/keepassx,https://github.com/keepassx/keepassx
ketoo/NoahGameFrame,https://github.com/ketoo/NoahGameFrame
klzgrad/naiveproxy,https://github.com/klzgrad/naiveproxy
km1994/nlp_paper_study,https://github.com/km1994/nlp_paper_study
knolleary/pubsubclient,https://github.com/knolleary/pubsubclient
kripken/ammo.js,https://github.com/kripken/ammo.js
kungfu-origin/kungfu,https://github.com/kungfu-origin/kungfu
kyleneideck/BackgroundMusic,https://github.com/kyleneideck/BackgroundMusic
lava/matplotlib-cpp,https://github.com/lava/matplotlib-cpp
laverdet/node-fibers,https://github.com/laverdet/node-fibers
lballabio/QuantLib,https://github.com/lballabio/QuantLib
ledger/ledger,https://github.com/ledger/ledger
leela-zero/leela-zero,https://github.com/leela-zero/leela-zero
letscontrolit/ESPEasy,https://github.com/letscontrolit/ESPEasy
lettier/3d-game-shaders-for-beginners,https://github.com/lettier/3d-game-shaders-for-beginners
libcpr/cpr,https://github.com/libcpr/cpr
libigl/libigl,https://github.com/libigl/libigl
lief-project/LIEF,https://github.com/lief-project/LIEF
linyacool/WebServer,https://github.com/linyacool/WebServer
liuchuo/PAT,https://github.com/liuchuo/PAT
liuruoze/EasyPR,https://github.com/liuruoze/EasyPR
llvm-mirror/clang,https://github.com/llvm-mirror/clang
love2d/love,https://github.com/love2d/love
maestron/botnets,https://github.com/maestron/botnets
mapeditor/tiled,https://github.com/mapeditor/tiled
mapnik/mapnik,https://github.com/mapnik/mapnik
mawww/kakoune,https://github.com/mawww/kakoune
me115/design_patterns,https://github.com/me115/design_patterns
microsoft/AirSim,https://github.com/microsoft/AirSim
microsoft/CNTK,https://github.com/microsoft/CNTK
microsoft/Detours,https://github.com/microsoft/Detours
microsoft/DirectX-Graphics-Samples,https://github.com/microsoft/DirectX-Graphics-Samples
microsoft/GSL,https://github.com/microsoft/GSL
microsoft/GW-BASIC,https://github.com/microsoft/GW-BASIC
microsoft/IoT-For-Beginners,https://github.com/microsoft/IoT-For-Beginners
microsoft/LightGBM,https://github.com/microsoft/LightGBM
microsoft/STL,https://github.com/microsoft/STL
microsoft/WindowsAppSDK,https://github.com/microsoft/WindowsAppSDK
microsoft/calculator,https://github.com/microsoft/calculator
microsoft/napajs,https://github.com/microsoft/napajs
microsoft/onnxruntime,https://github.com/microsoft/onnxruntime
microsoft/react-native-windows,https://github.com/microsoft/react-native-windows
